tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration,medical_service
N637PC,24-Jan-2021,PC12,Frederick Douglass - Greater Rochester Intl (KROC),"Frederick Douglass - Greater Rochester Intl (Rochester, NY) - KROC",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",12:33AM EST,01:15AM EST,0:41,AIR METHODS CORP                                  
N637PC,23-Jan-2021,PC12,Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",Frederick Douglass - Greater Rochester Intl (KROC),"Frederick Douglass - Greater Rochester Intl (Rochester, NY) - KROC",09:28PM EST,10:13PM EST,0:45,AIR METHODS CORP                                  
N637PC,23-Jan-2021,PC12,Burlington Intl (KBTV),"Burlington Intl (Burlington, VT) - KBTV",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",04:37PM EST,05:05PM EST,0:27,AIR METHODS CORP                                  
N637PC,23-Jan-2021,PC12,Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",Burlington Intl (KBTV),"Burlington Intl (Burlington, VT) - KBTV",02:01PM EST,02:25PM EST,0:23,AIR METHODS CORP                                  
N637PC,23-Jan-2021,PC12,Bradley Intl (KBDL),"Bradley Intl (Windsor Locks, CT) - KBDL",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",06:09AM EST,07:10AM EST,1:01,AIR METHODS CORP                                  
N637PC,23-Jan-2021,PC12,South Jersey Rgnl (KVAY),"South Jersey Rgnl (Mount Holly, NJ) - KVAY",Bradley Intl (KBDL),"Bradley Intl (Windsor Locks, CT) - KBDL",01:25AM EST,02:13AM EST,0:47,AIR METHODS CORP                                  
N637PC,22-Jan-2021,PC12,Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",South Jersey Rgnl (KVAY),"South Jersey Rgnl (Mount Holly, NJ) - KVAY",07:59PM EST,09:23PM EST,1:24,AIR METHODS CORP                                  
N637PC,22-Jan-2021,PC12,Westchester County (KHPN),"Westchester County (White Plains, NY) - KHPN",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",03:03PM EST,04:18PM EST,1:15,AIR METHODS CORP                                  
N637PC,22-Jan-2021,PC12,Plattsburgh Intl (KPBG),"Plattsburgh Intl (Plattsburgh, NY) - KPBG",Westchester County (KHPN),"Westchester County (White Plains, NY) - KHPN",10:01AM EST,11:06AM EST,1:05,AIR METHODS CORP                                  
N637PC,22-Jan-2021,PC12,Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",Plattsburgh Intl (KPBG),"Plattsburgh Intl (Plattsburgh, NY) - KPBG",08:22AM EST,08:48AM EST,0:25,AIR METHODS CORP                                  
N637PC,21-Jan-2021,PC12,Boston Logan Intl (KBOS),"Boston Logan Intl (Boston, MA) - KBOS",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",03:08AM EST,04:22AM EST,1:14,AIR METHODS CORP                                  
N637PC,21-Jan-2021,PC12,Malone-Dufort (KMAL),"Malone-Dufort (Malone, NY) - KMAL",Boston Logan Intl (KBOS),"Boston Logan Intl (Boston, MA) - KBOS",12:00AM EST,12:57AM EST,0:56,AIR METHODS CORP                                  
N637PC,20-Jan-2021,PC12,Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",Malone-Dufort (KMAL),"Malone-Dufort (Malone, NY) - KMAL",10:36PM EST,10:46PM EST (?),0:10,AIR METHODS CORP                                  
N637PC,20-Jan-2021,PC12,Watertown Intl (KART),"Watertown Intl (Watertown, NY) - KART",Potsdam Muni/Damon Fld (KPTD),"Potsdam Muni/Damon Fld (Potsdam, NY) - KPTD",04:10PM EST,04:31PM EST,0:20,AIR METHODS CORP                                  
N637PC,18-Jan-2021,PC12,St Louis Downtown (KCPS),"St Louis Downtown (Cahokia/St Louis, IL) - KCPS",Watertown Intl (KART),"Watertown Intl (Watertown, NY) - KART",04:35PM CST,08:14PM EST,2:38,AIR METHODS CORP                                  
N637PC,18-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",St Louis Downtown (KCPS),"St Louis Downtown (Cahokia/St Louis, IL) - KCPS",10:23AM MST,02:32PM CST,3:08,AIR METHODS CORP                                  
N637PC,14-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",05:35AM MST,06:38AM MST,1:02,AIR METHODS CORP                                  
N637PC,14-Jan-2021,PC12,Clovis Muni (KCVN),"Clovis Muni (Clovis, NM) - KCVN",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",02:01AM MST,03:13AM MST,1:11,AIR METHODS CORP                                  
N637PC,13-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Clovis Muni (KCVN),"Clovis Muni (Clovis, NM) - KCVN",10:03PM MST,11:13PM MST,1:10,AIR METHODS CORP                                  
N637PC,13-Jan-2021,PC12,Las Cruces Intl (KLRU),"Las Cruces Intl (Las Cruces, NM) - KLRU",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",07:04AM MST,07:24AM MST,0:20,AIR METHODS CORP                                  
N637PC,13-Jan-2021,PC12,Alamogordo Rgnl (KALM),"Alamogordo Rgnl (Alamogordo, NM) - KALM",Las Cruces Intl (KLRU),"Las Cruces Intl (Las Cruces, NM) - KLRU",04:37AM MST,05:08AM MST,0:31,AIR METHODS CORP                                  
N637PC,13-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Alamogordo Rgnl (KALM),"Alamogordo Rgnl (Alamogordo, NM) - KALM",02:01AM MST,02:24AM MST,0:23,AIR METHODS CORP                                  
N637PC,12-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",06:58PM MST,07:54PM MST,0:55,AIR METHODS CORP                                  
N637PC,12-Jan-2021,PC12,Alamogordo Rgnl (KALM),"Alamogordo Rgnl (Alamogordo, NM) - KALM",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",04:31PM MST,05:15PM MST,0:43,AIR METHODS CORP                                  
N637PC,12-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Alamogordo Rgnl (KALM),"Alamogordo Rgnl (Alamogordo, NM) - KALM",02:10PM MST,02:31PM MST,0:21,AIR METHODS CORP                                  
N637PC,11-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",02:56AM MST,03:58AM MST,1:01,AIR METHODS CORP                                  
N637PC,11-Jan-2021,PC12,"Near Gallup, NM",L 35.49467 -108.87051,Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",First seen 12:35AM MST,Last seen 01:13AM MST,0:38,AIR METHODS CORP                                  
N637PC,10-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",10:08PM MST,12:11AM MST (+1) (?),2:02,AIR METHODS CORP                                  
N637PC,10-Jan-2021,PC12,"Near Van Horn, TX",L 31.13255 -104.72585,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",07:58PM CST,07:25PM MST,0:26,AIR METHODS CORP                                  
N637PC,10-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Culberson County (KVHN),"Culberson County (Van Horn, TX) - KVHN",05:25PM MST,07:04PM CST,0:39,AIR METHODS CORP                                  
N637PC,10-Jan-2021,PC12,Culberson County (KVHN),"Culberson County (Van Horn, TX) - KVHN",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",09:37AM CST,09:16AM MST,0:39,AIR METHODS CORP                                  
N637PC,10-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Culberson County (KVHN),"Culberson County (Van Horn, TX) - KVHN",07:21AM MST,09:02AM CST,0:40,AIR METHODS CORP                                  
N637PC,09-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",07:27AM MST,08:29AM MST,1:02,AIR METHODS CORP                                  
N637PC,09-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",07:27AM MST,,Diverted,AIR METHODS CORP                                  
N637PC,09-Jan-2021,PC12,Clovis Muni (KCVN),"Clovis Muni (Clovis, NM) - KCVN",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",04:39AM MST,05:41AM MST,1:01,AIR METHODS CORP                                  
N637PC,09-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Clovis Muni (KCVN),"Clovis Muni (Clovis, NM) - KCVN",01:55AM MST,02:58AM MST (?),1:02,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",07:25PM CST,07:40PM MST,1:14,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",04:15PM MST,06:01PM CST,0:45,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",02:18PM MST,02:50PM MST,0:31,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",05:31AM MST,06:33AM MST,1:01,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",01:26AM MST,02:23AM MST,0:57,AIR METHODS CORP                                  
N637PC,08-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",12:08AM MST,12:46AM MST,0:38,AIR METHODS CORP                                  
N637PC,06-Jan-2021,PC12,"Near Del Rio, TX",L 29.54727 -101.10195,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",First seen 09:10AM CST,09:40AM MST,1:29,AIR METHODS CORP                                  
N637PC,05-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Del Rio Intl (KDRT),"Del Rio Intl (Del Rio, TX) - KDRT",11:07PM MST,01:20AM CST (+1),1:12,AIR METHODS CORP                                  
N637PC,05-Jan-2021,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",07:09PM MST,08:09PM MST,1:00,AIR METHODS CORP                                  
N637PC,05-Jan-2021,PC12,Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",04:10PM MST,04:55PM MST,0:45,AIR METHODS CORP                                  
N637PC,05-Jan-2021,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",12:53PM MST,01:31PM MST,0:37,AIR METHODS CORP                                  
N637PC,04-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",11:19AM MST,11:50AM MST,0:31,AIR METHODS CORP                                  
N637PC,03-Jan-2021,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",09:53AM CST,09:38AM MST,0:45,AIR METHODS CORP                                  
N637PC,03-Jan-2021,PC12,Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",06:28AM MST,07:55AM CST,0:27,AIR METHODS CORP                                  
N637PC,03-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",04:52AM MST,05:12AM MST,0:19,AIR METHODS CORP                                  
N637PC,03-Jan-2021,PC12,Odessa-Schlemeyer Fld (KODO),"Odessa-Schlemeyer Fld (Odessa, TX) - KODO",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",04:03AM CST,03:40AM MST,0:37,AIR METHODS CORP                                  
N637PC,03-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Odessa-Schlemeyer Fld (KODO),"Odessa-Schlemeyer Fld (Odessa, TX) - KODO",01:12AM MST,02:41AM CST,0:28,AIR METHODS CORP                                  
N637PC,02-Jan-2021,PC12,Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",08:30AM MST,10:10AM MST,1:39,AIR METHODS CORP                                  
N637PC,02-Jan-2021,PC12,Las Cruces Intl (KLRU),"Las Cruces Intl (Las Cruces, NM) - KLRU",Phoenix Sky Harbor Intl (KPHX),"Phoenix Sky Harbor Intl (Phoenix, AZ) - KPHX",04:46AM MST,06:11AM MST,1:24,AIR METHODS CORP                                  
N637PC,02-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Las Cruces Intl (KLRU),"Las Cruces Intl (Las Cruces, NM) - KLRU",02:45AM MST,03:26AM MST,0:41,AIR METHODS CORP                                  
N637PC,01-Jan-2021,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",06:22PM MST,08:00PM MST,1:37,AIR METHODS CORP                                  
N637PC,01-Jan-2021,PC12,Centennial (KAPA),"Centennial (Denver, CO) - KAPA",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",04:29AM MST,06:19AM MST,1:50,AIR METHODS CORP                                  
N637PC,01-Jan-2021,PC12,Santa Fe Muni (KSAF),"Santa Fe Muni (Santa Fe, NM) - KSAF",Centennial (KAPA),"Centennial (Denver, CO) - KAPA",01:34AM MST,02:40AM MST,1:06,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Santa Fe Muni (KSAF),"Santa Fe Muni (Santa Fe, NM) - KSAF",11:04PM MST,12:04AM MST (+1),0:59,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",04:18PM CST,04:02PM MST,0:44,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",12:06PM MST,01:48PM CST,0:41,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",10:35AM MST,10:47AM MST,0:12,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",09:40AM CST,09:21AM MST,0:40,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",06:36AM MST,08:17AM CST,0:40,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Artesia Muni (KATS),"Artesia Muni (Artesia, NM) - KATS",05:12AM MST,05:24AM MST,0:12,AIR METHODS CORP                                  
N637PC,31-Dec-2020,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",02:46AM CST,02:26AM MST,0:40,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",11:07PM MST,12:51AM CST (+1),0:43,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",05:51PM CST,05:31PM MST,0:40,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",Lubbock Smith Intl (KLBB),"Lubbock Smith Intl (Lubbock, TX) - KLBB",02:41PM MST,04:10PM CST,0:29,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",01:30PM MST,01:54PM MST,0:24,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",04:09AM MST,05:07AM MST,0:57,AIR METHODS CORP                                  
N637PC,30-Dec-2020,PC12,Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",01:10AM MST,01:53AM MST,0:43,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",11:18PM MST,11:39PM MST,0:20,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",06:17PM MST,06:47PM MST,0:29,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,Fort Stockton County (KFST),"Fort Stockton County (Fort Stockton, TX) - KFST",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",03:44PM CST,03:42PM MST,0:57,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Fort Stockton County (KFST),"Fort Stockton County (Fort Stockton, TX) - KFST",12:57PM MST,02:29PM CST,0:31,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",10:59AM MST,11:27AM MST,0:28,AIR METHODS CORP                                  
N637PC,29-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",10:05AM MST,10:43AM MST,0:38,AIR METHODS CORP                                  
N637PC,25-Dec-2020,PC12,El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",05:16AM MST,05:53AM MST,0:36,AIR METHODS CORP                                  
N637PC,25-Dec-2020,PC12,Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",El Paso Intl (KELP),"El Paso Intl (El Paso, TX) - KELP",01:47AM MST,02:27AM MST,0:39,AIR METHODS CORP                                  
N637PC,24-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Roswell Air Center (KROW),"Roswell Air Center (Roswell, NM) - KROW",11:37PM MST,11:57PM MST (?),0:19,AIR METHODS CORP                                  
N637PC,24-Dec-2020,PC12,Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",05:17PM MST,06:08PM MST,0:50,AIR METHODS CORP                                  
N637PC,24-Dec-2020,PC12,Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",Albuquerque Intl Sunport (KABQ),"Albuquerque Intl Sunport (Albuquerque, NM) - KABQ",02:26PM MST,03:27PM MST,1:01,AIR METHODS CORP                                  
N637PC,24-Dec-2020,PC12,Cavern City Air Trml (KCNM),"Cavern City Air Trml (Carlsbad, NM) - KCNM",Lea County Rgnl (KHOB),"Lea County Rgnl (Hobbs, NM) - KHOB",12:37PM MST,12:58PM MST,0:20,AIR METHODS CORP                                  
