tailnumber,dates,aircraft,origin,destination,departure,arrival,duration,Tail_number,NAME
N642PC,18-Jan-2021,PC12,"<span dir=""ltr"">William P Hobby</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>04:02PM <span class=""tz"">CST</span></td>","<td>05:29PM <span class=""tz"">MST</span></td>",2:26,N642PC,AIR METHODS CORP                                  
N642PC,18-Jan-2021,PC12,"<span dir=""ltr"">El Paso Intl</span>","<span dir=""ltr"">William P Hobby</span>","<td>09:55AM <span class=""tz"">MST</span></td>","<td>01:02PM <span class=""tz"">CST</span></td>",2:07,N642PC,AIR METHODS CORP                                  
N642PC,18-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">El Paso Intl</span>","<td>07:11AM <span class=""tz"">MST</span></td>","<td>07:51AM <span class=""tz"">MST</span></td>",0:40,N642PC,AIR METHODS CORP                                  
N642PC,17-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>05:07PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>05:47PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:39,N642PC,AIR METHODS CORP                                  
N642PC,17-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>02:08PM <span class=""tz"">MST</span></td>","<td>02:55PM <span class=""tz"">MST</span></td>",0:47,N642PC,AIR METHODS CORP                                  
N642PC,17-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>04:44AM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>04:27AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:43,N642PC,AIR METHODS CORP                                  
N642PC,17-Jan-2021,PC12,"<span dir=""ltr"">Cavern City Air Trml</span>","<span dir=""ltr"">Lubbock Smith Intl</span>","<td>12:09AM <span class=""tz"">MST</span></td>","<td>01:58AM <span class=""tz"">CST</span></td>",0:48,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Cavern City Air Trml</span>","<td>10:14PM <span class=""tz"">MST</span></td>","<td>10:35PM <span class=""tz"">MST</span></td>",0:21,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>07:13PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>07:51PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:37,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Shiprock Airstrip</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>11:57AM <span class=""tz"">MST</span></td>","<td>12:41PM <span class=""tz"">MST</span></td>",0:43,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Gallup Muni</span>","<span dir=""ltr"">Shiprock Airstrip</span>","<td>10:32AM <span class=""tz"">MST</span></td>","<td>10:57AM <span class=""tz"">MST</span></td>",0:24,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Gallup Muni</span>","<td>08:37AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>09:55AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:18,N642PC,AIR METHODS CORP                                  
N642PC,16-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","Near Roswell, NM","<td>12:29AM <span class=""tz"">CST</span></td>","<td><em>Last seen 12:10AM <span class=""tz"">MST</span></em></td>",<em>0:41</em>,N642PC,AIR METHODS CORP                                  
N642PC,15-Jan-2021,PC12,"<span dir=""ltr"">Clovis Muni</span>","<span dir=""ltr"">Lubbock Smith Intl</span>","<td>08:33PM <span class=""tz"">MST</span></td>","<td>10:01PM <span class=""tz"">CST</span></td>",0:27,N642PC,AIR METHODS CORP                                  
N642PC,15-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Clovis Muni</span>","<td>07:25PM <span class=""tz"">MST</span></td>","<td>07:56PM <span class=""tz"">MST</span></td>",0:30,N642PC,AIR METHODS CORP                                  
N642PC,13-Jan-2021,PC12,"<span dir=""ltr"">El Paso Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>06:02PM <span class=""tz"">MST</span></td>","<td>06:42PM <span class=""tz"">MST</span></td>",0:39,N642PC,AIR METHODS CORP                                  
N642PC,13-Jan-2021,PC12,"<span dir=""ltr"">Sierra Blanca Rgnl</span>","<span dir=""ltr"">El Paso Intl</span>","<td>04:02PM <span class=""tz"">MST</span></td>","<td>04:36PM <span class=""tz"">MST</span></td>",0:34,N642PC,AIR METHODS CORP                                  
N642PC,13-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Sierra Blanca Rgnl</span>","<td>03:16PM <span class=""tz"">MST</span></td>","<td>03:37PM <span class=""tz"">MST</span></td>",0:20,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>10:58PM <span class=""tz"">MST</span></td>","<td>11:39PM <span class=""tz"">MST</span></td>",0:40,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>10:57PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>12:02AM <span class=""tz"">MST</span> (+1) (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:04,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>08:41PM <span class=""tz"">MST</span></td>","<td>09:23PM <span class=""tz"">MST</span></td>",0:42,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Artesia Muni</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>12:46PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>12:56PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:10,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>05:19AM <span class=""tz"">MST</span></td>","<td>06:15AM <span class=""tz"">MST</span></td>",0:55,N642PC,AIR METHODS CORP                                  
N642PC,12-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>03:18AM <span class=""tz"">MST</span></td>","<td>03:55AM <span class=""tz"">MST</span></td>",0:37,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>11:53PM <span class=""tz"">MST</span></td>","<td>12:32AM <span class=""tz"">MST</span> (+1)</td>",0:38,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>09:05PM <span class=""tz"">MST</span></td>","<td>09:43PM <span class=""tz"">MST</span></td>",0:38,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>06:12PM <span class=""tz"">MST</span></td>","<td>06:55PM <span class=""tz"">MST</span></td>",0:42,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>04:11PM <span class=""tz"">MST</span></td>","<td>04:53PM <span class=""tz"">MST</span></td>",0:42,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>01:43PM <span class=""tz"">CST</span></td>","<td>01:26PM <span class=""tz"">MST</span></td>",0:42,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Lubbock Smith Intl</span>","<td>09:34AM <span class=""tz"">MST</span></td>","<td>11:15AM <span class=""tz"">CST</span></td>",0:41,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>05:18AM <span class=""tz"">MST</span></td>","<td>05:57AM <span class=""tz"">MST</span></td>",0:38,N642PC,AIR METHODS CORP                                  
N642PC,11-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>02:14AM <span class=""tz"">MST</span></td>","<td>02:56AM <span class=""tz"">MST</span></td>",0:41,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>11:55PM <span class=""tz"">CST</span></td>","<td>11:32PM <span class=""tz"">MST</span></td>",0:36,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Artesia Muni</span>","<span dir=""ltr"">Lubbock Smith Intl</span>","<td>08:20PM <span class=""tz"">MST</span></td>","<td>10:01PM <span class=""tz"">CST</span></td>",0:40,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Artesia Muni</span>","<td>07:11PM <span class=""tz"">MST</span></td>","<td>07:22PM <span class=""tz"">MST</span></td>",0:10,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Las Cruces Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>05:06PM <span class=""tz"">MST</span></td>","<td>05:55PM <span class=""tz"">MST</span></td>",0:48,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>03:04PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>04:07PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:03,N642PC,AIR METHODS CORP                                  
N642PC,10-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Las Cruces Intl</span>","<td>03:04PM <span class=""tz"">MST</span></td>","<td>03:50PM <span class=""tz"">MST</span></td>",0:46,N642PC,AIR METHODS CORP                                  
N642PC,09-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>05:07PM <span class=""tz"">MST</span></td>","<td>05:55PM <span class=""tz"">MST</span></td>",0:48,N642PC,AIR METHODS CORP                                  
N642PC,09-Jan-2021,PC12,"<span dir=""ltr"">Andrew Othole Meml</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>12:52PM <span class=""tz"">MST</span></td>","<td>01:24PM <span class=""tz"">MST</span></td>",0:31,N642PC,AIR METHODS CORP                                  
N642PC,09-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Andrew Othole Meml</span>","<td>10:11AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>11:21AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:09,N642PC,AIR METHODS CORP                                  
N642PC,09-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>02:24AM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>03:01AM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:37,N642PC,AIR METHODS CORP                                  
N642PC,09-Jan-2021,PC12,"<span dir=""ltr"">Chinle Muni</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>12:25AM <span class=""tz"">MST</span></td>","<td>01:03AM <span class=""tz"">MST</span></td>",0:38,N642PC,AIR METHODS CORP                                  
N642PC,08-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Chinle Muni</span>","<td>09:50PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>11:15PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:25,N642PC,AIR METHODS CORP                                  
N642PC,08-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>06:28PM <span class=""tz"">MST</span></td>","<td>07:12PM <span class=""tz"">MST</span></td>",0:43,N642PC,AIR METHODS CORP                                  
N642PC,08-Jan-2021,PC12,"<span dir=""ltr"">Portales Muni</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>03:09PM <span class=""tz"">MST</span></td>","<td>03:59PM <span class=""tz"">MST</span></td>",0:49,N642PC,AIR METHODS CORP                                  
N642PC,08-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Portales Muni</span>","<td>12:25PM <span class=""tz"">MST</span></td>","<td>12:49PM <span class=""tz"">MST</span></td>",0:24,N642PC,AIR METHODS CORP                                  
N642PC,07-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>02:35PM <span class=""tz"">CST</span></td>","<td>02:20PM <span class=""tz"">MST</span></td>",0:44,N642PC,AIR METHODS CORP                                  
N642PC,07-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Lubbock Smith Intl</span>","<td>09:00AM <span class=""tz"">MST</span></td>","<td>10:37AM <span class=""tz"">CST</span></td>",0:36,N642PC,AIR METHODS CORP                                  
N642PC,07-Jan-2021,PC12,"<span dir=""ltr"">William P Hobby</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>03:18AM <span class=""tz"">CST</span></td>","<td>04:54AM <span class=""tz"">MST</span></td>",2:35,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Curtis Fld</span>","<span dir=""ltr"">William P Hobby</span>","<td>11:10PM <span class=""tz"">CST</span></td>","<td>12:11AM <span class=""tz"">CST</span> (+1)</td>",1:01,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Curtis Fld</span>","<td>07:44PM <span class=""tz"">MST</span></td>","<td><span title=""result unknown""><i>09:53PM <span class=""tz"">CST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",1:08,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Tucson Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>02:52PM <span class=""tz"">MST</span></td>","<td>04:24PM <span class=""tz"">MST</span></td>",1:31,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Las Cruces Intl</span>","<span dir=""ltr"">Tucson Intl</span>","<td>10:09AM <span class=""tz"">MST</span></td>","<td>11:11AM <span class=""tz"">MST</span></td>",1:01,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Las Cruces Intl</span>","<td>07:39AM <span class=""tz"">MST</span></td>","<td>08:30AM <span class=""tz"">MST</span></td>",0:50,N642PC,AIR METHODS CORP                                  
N642PC,06-Jan-2021,PC12,"<span dir=""ltr"">Albuquerque Intl Sunport</span>","Near Roswell, NM","<td>12:55AM <span class=""tz"">MST</span></td>","<td><em>Last seen 01:37AM <span class=""tz"">MST</span></em></td>",<em>0:41</em>,N642PC,AIR METHODS CORP                                  
N642PC,05-Jan-2021,PC12,"<span dir=""ltr"">Roswell Air Center</span>","<span dir=""ltr"">Albuquerque Intl Sunport</span>","<td>09:14PM <span class=""tz"">MST</span></td>","<td>10:05PM <span class=""tz"">MST</span></td>",0:50,N642PC,AIR METHODS CORP                                  
N642PC,05-Jan-2021,PC12,"<span dir=""ltr"">Lubbock Smith Intl</span>","<span dir=""ltr"">Roswell Air Center</span>","<td>06:28PM <span class=""tz"">CST</span></td>","<td><span title=""result unknown""><i>06:13PM <span class=""tz"">MST</span> (<a href=""/about/faq.rvt#flightresultunknown"">?</a>)</i></span></td>",0:44,N642PC,AIR METHODS CORP                                  
